text,selected_text,sentiment,label
next time,next time,neutral,0
_aka_rowan could talk probabl though,probabl though,negative,-1
holi cow,holi cow,neutral,0
lucki girl also wan na see lol wish come europ doubt,lucki girl also wan na see lol wish come europ doubt,neutral,0
right justin tv channel week gf newborn,right justin tv channel week gf newborn,neutral,0
poor grace need date cute male nurs,poor grace need date cute male nurs,neutral,0
happiest girl world best weekend ever wait next weekend either grate bless,happiest,positive,1
wave would trend higher bing,wave would trend higher bing,neutral,0
realli alcohol v disappoint serious though got kid,disappoint,negative,-1
watch said happi mother day,watch said happi mother day,positive,1
st day work today bit tire ok lol onto colleg work,st day work today bit tire ok lol onto colleg work,neutral,0
wow mom lot energi get tire read tweet ur live,tire,negative,-1
argggggg car crash tv sooooooooo horribl see like bgt,horribl,negative,-1
good point mine way get deliv post pic wen get,goo,positive,1
trader joe sushi fail,fail,negative,-1
come tomorrow morn sort imposs task need clear space thank though,come tomorrow morn sort imposs task need clear space thank though,neutral,0
one reason thought kid nah let get piano instead poor bugger,poor bugg,negative,-1
know ahh fun,fun,positive,1
got ta sad,sad,negative,-1
_ottawa fun,fun,positive,1
finish record,finish record,neutral,0
g night twittervers thank keep entertain,g night twittervers thank keep entertain,positive,1
make prank call,make prank call,neutral,0
realli rather drunk drunk thought get work tomorrow loz aliv gandhi read comic book never know,realli rather drunk drunk thought get work tomorrow loz aliv gandhi read comic book never know,neutral,0
sympathi minut enough escap soon,sympathi minut enough escap soon,neutral,0
howz go hun,howz go hun,neutral,0
sit around want someth idea,sit around want someth idea,neutral,0
ye fb ah miss,miss,negative,-1
like dude care made smile yea teach drive e lol,care,positive,1
_aguirr wish go,wish,positive,1
eat cracker yummi unsalt one cours salt caviar,yummi,positive,1
believ true fml quit phenomenon thx superbad,believ true fml quit phenomenon thx superbad,neutral,0
use twitter awhil bgt draw summer final,use twitter awhil bgt draw summer final,neutral,0
omg got explos new follow hello new follow,omg got explos new follow hello new follow,neutral,0
sinc bog exam eugh least there left britain got talent,sinc bog exam eugh least there left britain got talent,neutral,0
talkin da phone typin da time,talkin da phone typin da time,neutral,0
dress go,go,negative,-1
watch children realli studi start soon,realli studi start soon,negative,-1
thank ff shout heap sri night realis,thank ff shout heap sri night reali,neutral,0
ok eaten food bore death room serious noth guitar taken venu,bore,negative,-1
psych better neuro least better part town miss,miss yo,negative,-1
rain fine rain u know fine rain wet,rain fine rain,positive,1
sorri miss post earlier edinburgh bias toward awesom glad enjoy visit,sorri miss post earlier edinburgh bias toward awesom glad enjoy visit,neutral,0
dont want go india,dont want go india,neutral,0
appar degre kilkenni comedi would great remedi boredom hell leav kilkenni,hell leav kilkenni,negative,-1
lol oh man un twit someth haha mean lean mean fight machin sooo believ call,lol oh man un twit someth haha mean lean mean fight machin sooo believ call,neutral,0
wlda seen wit dummyhead,dummyhead,negative,-1
ok idea tomorrow make fun caus dont know,ok idea tomorrow make fun caus dont know,neutral,0
go obu night,go obu night,neutral,0
awesom pictur happi pint send,awesom,positive,1
u gon na host saturday night live wait like yearsssssss,u gon na host saturday night live wait like yearsssssss,neutral,0
sheesh,sheesh,neutral,0
_dinasadik forens mein kya hai ba rat te jaao micro havin micro exam soon lab diagnosi individu bacteria,_dinasadik forens mein kya hai ba rat te jaao micro havin micro exam soon lab diagnosi individu bacteria,neutral,0
_michel sometim say nice thing time kinda fun teehe put back well halo,michel sometim say nice thing time kinda fun teehe put back well halo,neutral,0
save,save,neutral,0
got home drew bday,got home drew bday,neutral,0
cheer john thank follow look forward twitter think good place rant,think good place rant,positive,1
proud nau graduat friend get readi celebr tonight intern ordeal,proud,positive,1
current post busi blog check like,current post busi blog check like,neutral,0
need follow could send direct messag,need follow could send direct messag,neutral,0
said,said,neutral,0
brazil loooooooov miss th may perfect day,brazil loooooooov,positive,1
_it_good den fell asleep,_it_good,positive,1
tell today last day,tell today last day,neutral,0
_roe oh well never seen anyth gon na say anyth,_roe oh well never seen anyth gon na say anyth,neutral,0
chillin rent look hilari old photo well funni,chillin rent look hilari old photo well funni,positive,1
get annoy co weekend go hot bloodi work,annoy co weekend go hot bloodi work,negative,-1
yeah ill make sure keep updat get deliv,yeah ill make sure keep updat get deliv,neutral,0
brazil love,love,positive,1
_rockett know laugh stupid women right joke wth glad humor,glad,positive,1
clean clean clean today work love work,clean clean clean today work love work,neutral,0
guess ill never sad thing u put altern e mail caus u dont rememb ur secret,sad thing,negative,-1
ouch earphon shock,ouch earphon shock,negative,-1
well one thing lay floor shape,shape,negative,-1
haha ive got one go curs none friend like tai lol,se none friend like,negative,-1
poor babi girl chloe freak nois cute piti hide middl tabl,poor babi girl chloe freak nois cute piti hide middl tabl,neutral,0
yeah spammer discrimin none femal part target group appar,e discrimin,negative,-1
would believ done homework rest life,would believ done homework rest life,neutral,0
someth sexi blond rub field,someth sexi blond rub field,neutral,0
love tell match shirt perfectli move pleas suppos without,love,positive,1
sad commentari,sad,negative,-1
know exactli say cool tape better p,g cool tape better,neutral,0
miss,miss,negative,-1
law order yeah stay home sat nite,law order yeah stay home sat nite,neutral,0
seesmic desktop seem pretti good nice find,nice find,positive,1
incred great day hahaha,incred great day hahaha,positive,1
awww thank,awww thank,positive,1
dat time boss text say tweet n offic di tweet ova havent dun sinc,dat time boss text say tweet n offic di tweet ova havent dun sinc,neutral,0
roughnight,roughnight,negative,-1
morn well excit danc park todayyy good wooo c mon venu,excit,positive,1
love justin timberlak host snl hilari,love wh,positive,1
raini day raini,raini day raini,neutral,0
today sonni chanc came brazil love amaz pleas repli,love amaz,positive,1
know,know,neutral,0
discern request hulu support excel idea,excel idea,positive,1
final feel like nice summer day feel sick,final feel like nice summer day feel sick,neutral,0
happi juddday everyon,happi,positive,1
listen yultron,listen yultron,neutral,0
go,go,neutral,0
yeah mr mom would say appreci wive much avg dad new found respect mother,appreci wive,positive,1
chapter probabl monday still need comment,chapter probabl monday still need comment,neutral,0
actual think na releas date confirm septemb bit wait,actual think na releas date confirm septemb bit wait,neutral,0
cat clean hope,hope,positive,1
tri call work time wont answer,tri call work time wont answer,negative,-1
someon edit design call plagiar right tire exhaust dissapoint,tire exhaust dissapoint,negative,-1
java concurr practic probabl best java book ever bought recip interrupt block io op,best ja,positive,1
want somebodi cheer,want somebodi cheer,positive,1
wonder day gorgeou girl follow dinner drink swede,wonder,positive,1
almost catch gon na kick woop b jo k mile high club soon,kick,negative,-1
aww thank inde graduat friday final stand freedom teach america law school,aww thank,positive,1
empathis luvvi dont person understand grown man need dress tartan search littl white ball,empathis luvvi dont person understand grown man need dress tartan search littl white ball,neutral,0
woke longest sleep month nice get work done prep next wk free k come home tonight,nice,positive,1
buckfast brain went blank,brain went blank,negative,-1
go see angel demon tonight better scare,go see angel demon tonight better scare,neutral,0
give lulz time time,give lulz time time,neutral,0
nah tell diego donminican spot get,get,negative,-1
keep pull knit desk put back good good minu minut till releas,good,negative,-1
_idanc well ye lol chat earlier will learn anyth els,_idanc well ye lol chat earlier will learn anyth els,neutral,0
_carter video privat cant see,video privat cant see,neutral,0
wow slept dolidh wake,wow slept dolidh wake,neutral,0
met he live goe club place lol dont get twittter,met he live goe club place lol dont get twittter,neutral,0
major iphon problem wont let send text everyth els anyon help,major iphon problem wont let send text everyth els anyon help,neutral,0
music collect come gb soon haha,music collect come gb soon haha,neutral,0
depress think,depress,positive,1
yeah yeah less degener current occup u hous reprehens bet like minethatbird,yeah yeah less degener current occup u hous reprehens bet like minethatbird,neutral,0
sit marshal center w mina must realli want go gym time lost wallet n w id cant go,time lost wallet,negative,-1
thank feedback everyon,thank,positive,1
u funni u right like bsb im fan u love much better tupac tlc bad sing anymor,u funni u right like bsb im fan u love much better tupac tlc bad sing anymor,neutral,0
hug okay make sure,make sure,positive,1
seem find new mountain dew throwback pack liter bottl,seem find new mountain dew throwback pack liter bottl,neutral,0
decid wolf futur star trek logo game would much cooler chewi star war,cooler,positive,1
femal male year old lab look new home famili loos home must stay togeth contact interest,femal male year old lab look new home famili loos home must stay togeth contact interest,neutral,0
takin short nap gym work kid come back home tonit,takin short nap gym work kid come back home tonit,neutral,0
happi mother day mom pseudo stepmom,happi,positive,1
big moth wasp insect gener haha hate,hate,negative,-1
great,great,positive,1
sunniest day age im bed,sunniest day age im bed,neutral,0
know right pretti bore refus studi suggest,pretti bore refus studi,negative,-1
goe phone night long sometim phone blow nice wake,goe phone night long sometim phone blow nice wake,neutral,0
pretti sure kitti miss one lay side cute though,cute th,positive,1
boss text day ye ye ye,boss text day ye ye ye,neutral,0
oh dead muffin sad,sad,negative,-1
true unfortun lead movi die high note friday th model,unfortun,negative,-1
_manford awww that love thing u say u manchest x,love,positive,1
jetway feel like seventh layer hell oh way mani babi flight forgot bose,forgot,negative,-1
havent west sinc think pick bad wknd b c overcast tho,think pick bad wknd,negative,-1
st day master cleans wish luck,st day master cleans wish luck,neutral,0
australian hardcor metalcor scene amaz right look third strike chelsea smile bmth day,amaz right,positive,1
stuck tri merg two tool css hell help framework unless tool alreadi use framework,stuck,negative,-1
think alway offtop sometim inappropri germin fruit pick joke etc,alway offtop sometim inappropri,negative,-1
eat truffl yum,yum,positive,1
may keep shelf rest old camera,may keep shelf rest old camera,neutral,0
cri like babi put cat year ago tear happi watch,cri like babi put cat year ago tear happi watch th,positive,1
hate abl see monitor minut sun blind,hate,negative,-1
excit see samantha denis,excit,positive,1
sunburn itch ouch,sunburn,negative,-1
ok,ok,positive,1
guy look nice,guy look nice,positive,1
alright think time bed even though probabl surf net anoth hour go sleep lol goodnight,goodnight,positive,1
awak,awak,neutral,0
ooc thank ugh bad bad day,thank ugh bad bad day,negative,-1
watch chelsea late loveeee,loveeee,positive,1
till ice cream,till ice cream,neutral,0
get bubbl tea cambodian new year year stand line min,get bubbl tea cambodian new year year stand line min,neutral,0
_mill better spider type australian wildlif one would imagin,better,positive,1
welcom home babe,welcom home babe,positive,1
oh forgot cell home thankgod crackberri,oh forgot cell home thankgod crackberri,neutral,0
yard hous pack three peopl deep bar went pf chang got right,yard hous pack three peopl deep bar went pf chang got right,neutral,0
need blanki train icebox,need blanki train icebox,neutral,0
wish left dead first need someth play,wish left dead first need someth play,neutral,0
caus ovi one man team show pen highlight whole superstar,caus ovi one man team show pen highlight whole superstar,neutral,0
awww get hugh thin trace wolverin yet btw guy besid rdj,awww get hugh thin trace wolverin yet btw guy besid rdj,neutral,0
pick fast,pick fast,neutral,0
trivia work comput,trivia work comput,neutral,0
_bmac knooow want sail,_bmac knooow want sail,neutral,0
need go atl mainli go ikea stuff want avail onlin,need go atl mainli go ikea stuff want avail onlin,neutral,0
bed still exhaust vega,exhaust,negative,-1
use book expo canada toronto cancel year beatwittyparti beatwittyparti,cancel,negative,-1
whole day plan mom today know love,love,positive,1
_thrifti ebay mile rule work mani pair leather trouser sold aberdeen tri next week,_thrifti ebay mile rule work mani pair leather trouser sold aberdeen tri next week,neutral,0
tri figur thing go well,go well,negative,-1
got ur back babi much love ya,much love ya,positive,1
live alki without street park blow p park wkd worst feel like hostag,wkd worst feel like hostag,negative,-1
possibl case h n ft knox ky note info purpos still need panic,possibl case h n ft knox ky note info purpos still need panic,neutral,0
start eat healthi,healthi,positive,1
_sandman_ _wound miss guy much,miss,negative,-1
want follow,want follow,neutral,0
oh cali plan go might get see da hero rock sock,hero rock sock,positive,1
send thru anurag,send thru anurag,neutral,0
final finish tec recip card feel somewhat accomplish,feel somewhat accomplish,positive,1
look like full lincoln marathon yesterday awesom hm tough,awesom hm tough,neutral,0
_aloud hindi flick came coupl week ago never made uk,never made uk,negative,-1
wow nice roar see good thing futur,wow nice roar see good thing futur,positive,1
yesterday much lazi today feel good,feel good,negative,-1
certainli warm mine,certainli warm mine,neutral,0
realli love pictur,realli love pictur,positive,1
outlet,outlet,neutral,0
last night awesom thank hard work put get coffe,last night awesom,positive,1
stomach ach ahhhhhh,ach,negative,-1
life good much greater thursday pm,good,positive,1
could,could,neutral,0
god guy call guy three way discuss,god guy call guy three way discuss,neutral,0
need follow real quick caus dm,need follow real quick caus dm,neutral,0
well us brit wait day thought gon na realiz guess worth wait,guess worth wait,positive,1
_refugee_ get video start second exit watch minut flash linux fail,_refugee_ get video start second exit watch minut flash linux fail,neutral,0
yahoo great alway nice hear success stori,great,positive,1
littl brother funni congrat engag,funni,positive,1
lol,lol,positive,1
mamma bore hat es mir echt angetan lï ½sst grï ½ï ½en,mamma bore hat es mir echt angetan lï ½sst grï ½ï ½en,neutral,0
omfg whyyyyyy suck r wtf getcho ass,omfg whyyyyyy suck,negative,-1
aww hope u find soon miss cnt even use cam w memori full plu wan na take sa commin weekend,aww hope u find soon miss,positive,1
shoot rob miss got home,b miss,negative,-1
interest head gear lol,interest,positive,1
im go miss khyy much,miss,negative,-1
wan na go home caus custom leav boss let leav either,boss let leav either,negative,-1
would followfriday everyon list alreadi everyon els list point popular enough,would followfriday everyon list alreadi everyon els list point popular enough,neutral,0
arrg tri upload pictur darn thing let,darn,negative,-1
tweettttt,tweettttt,neutral,0
ummm didnt work guess im stuck uglyone,guess im stuck uglyone,negative,-1
look far away gone lock away room tri work silenc yet constant urgent email im persist,look far away gone lock away room tri work silenc yet constant urgent email im persist,neutral,0
_crazyangel gah gregg got hot talent vote dammit,dammit,negative,-1
_ thank men version june popular,_ thank men version june popular,neutral,0
sorrri readi leav,sorrri,negative,-1
right fellow fluffi flasher must go bed sorri hope everyth work properli moro chat love u x,right fellow fluffi flasher must go bed sorri hope everyth work properli moro chat love u x,neutral,0
absolut good backup romo decemb,good,positive,1
gon na go crazi leav,gon na go crazi leav,neutral,0
year tri cat today figur open sink cupboard time target run buy safeti lock,year tri cat today figur open sink cupboard time target run buy safeti lock,neutral,0
hey x,hey,neutral,0
_cullen ye ye,ye ye,neutral,0
yeah stop make fun got ta get new one,stop make fun,negative,-1
would amaz could meet us germani germani twice,would amaz,positive,1
good morn tweepl sun,good morn tweepl sun,positive,1
home galleri open woodstock ny frine work display much great cool interest art seen,great,positive,1
pee coffe sooo long break time letter write write oh use,pee coffe sooo long break time letter write write oh use,neutral,0
go nfg tonight,go nfg tonight,neutral,0
im tire respons wish kid seem everyon around money anymor,tire,negative,-1
call call think answer haha,call call think answer haha,neutral,0
_bbcrew dude im sleepi went bed soon got home whhaacck,_bbcrew dude im sleepi went bed soon got home whhaacck,neutral,0
lol nah swine flu bro lmao ur schedul like week need catch,lol nah swine flu bro lmao ur schedul like week need catch,neutral,0
poke run away want sugar,poke run away,negative,-1
look like gm bankruptci go happen loss help offset gain earlier year tax wise oh well,look like gm bankruptci go happen loss help offset gain earlier year tax wise oh well,negative,-1
oh love vodafon seri ad best picturis ever,e best picturis ever,positive,1
listen simpli awesom ratatat bank holiday monday bbq later,simpli awesom ra,positive,1
hell itun music librari even bipolar,itun music librari even bipolar,negative,-1
profit day look forward sunday gon na great day sad th grader last day,profit day look forward sunday gon na great day sad th grader last day,neutral,0
drum made peopl set give back,drum made peopl set give back,neutral,0
yupp better peopl rude x,yupp better peopl rude,neutral,0
first thought never even watch dragonbal,first thought never even watch dragonbal,neutral,0
dude safe say blown away heard attic make sure pass much,dude safe say blown away heard attic,positive,1
sooo saw rob car drive,sooo saw rob car drive,neutral,0
_galor aaaw bad good mood phone someon lol,_galor aaaw bad good mood phone someon lol,neutral,0
heylo johnn im huge fan hope ur day awesome cuzz im home sick kinda less awesom anyway peac,heylo johnn im huge fan hope ur day awesome cuzz im home sick kinda less awesom anyway peac,neutral,0
start get annoy socialscop need updat,annoy,negative,-1
haha loser ili,haha loser ili,neutral,0
make logo photoshop work hehe tri lah,make logo photoshop work hehe tri lah,neutral,0
cook brown rice,cook brown rice,neutral,0
wake sink ship photographi exhibit onlin pleas look,wake sink ship photographi exhibit onlin pleas look,neutral,0
leav mr cuz go work realli want,want,negative,-1
argh interest time mayb go mayb,argh interest,neutral,0
night like bird keep awak,night like bird keep awak,neutral,0
_kay morn how day hope anoth lie sun,morn how day hope anoth lie sun,neutral,0
goodmorn thank much kind sun go paint outsid,thank much kind,positive,1
beati eye wan na,beati eye,positive,1
make imovi colleg,make imovi colleg,neutral,0
pleas make livechat saturday cu go school weekday,pleas make livechat saturday cu go school weekday,neutral,0
woke,woke,neutral,0
read floyd articl say privat,read floyd articl say privat,neutral,0
yesterday fun st concert year know late xd buena vista social club live free,fun,positive,1
think fun got ta hide defend enemi fun huh,think fun,positive,1
oh ye happi star war day may fourth,happi star war day,positive,1
read sure would want opinion,read sure would want opinion,neutral,0
morn tire excercis ju relax need catch sleep ladi would like see shemar moor embassi hit,morn tire excercis ju relax need catch sleep ladi would like see shemar moor embassi hit,neutral,0
glad concert still week away get sick need time recov lung hurt bad right,glad concert still week away get sick need time recov lung hurt bad right,neutral,0
fli ontario hour probabl stay awak day camp first time yay sleepi,yay,positive,1
haha love soulja boy new song,love,positive,1
suppos great weather today moro luck im stuck work day,suppos great weather today moro luck im stuck work day,neutral,0
internet weekend,internet weekend,negative,-1
when littl gingg get twitter g j,when littl gingg get twitter g j,neutral,0
go open proverb get much wisdom possibl hungri,go open proverb get much wisdom possibl hungri,neutral,0
sleep beauti love grad,love,positive,1
wow good idea b day yesterday alreadi took present thank anyway,good,positive,1
thank thing much design art hardli ever get go therefor never get much better,thank,positive,1
someon famili die would heard duhhhhhh,duhhhhhh,negative,-1
r u spin hookah r p,r p,negative,-1
still cant sleep,still cant sleep,negative,-1
crappi music radio,crappi,negative,-1
dude hour done work,done work,positive,1
yo u love twin lol,lol,positive,1
toy stori come june,toy stori come june,neutral,0
breath weezi go knott sick week,sick,negative,-1
discov band tv guy realli good love music,good,positive,1
miss,miss,negative,-1
dont evn talk huge mistak shoulda listen kno disappoint,kno disappoint,negative,-1
waaah masseus fulli book shoulder rub today,waaah masseus fulli book shoulder rub today,neutral,0
venti black ice tea pump classic,venti black ice tea pump classic,neutral,0
lol yep tell rhonda said happi mother day,happi mother day,positive,1
tri translat tweet use googl translat servic spat back,spat,negative,-1
happi mother day wonder mom mom make world stay balanc great mother day,wonder,positive,1
go doctor want caus wait sooo long,go doctor want caus wait sooo long,neutral,0
midg definit tie first complet dumb yeah punk inde,complet dumb,negative,-1
seem like never gon na stop never get want,never get want,negative,-1
wonder weekend love famili friend awesom happi mother day mommi,happi,positive,1
britain got talent get better everi week,britain got talent get better everi week,positive,1
great meet ya kati awesom show sure safe travel home,awesom,positive,1
guy play pin mexican great combo bowl good though blame previou broken arm,guy play pin mexican great combo bowl good though blame previou broken arm,neutral,0
put radio mistak cup tea shower sure fine dandi thank,sure fine dandi thank,positive,1
beauti outsid sun shine bird sing studi wish alreadi vacat,beauti outsid,positive,1
aww holli steel dont cri,aww,negative,-1
oh sorri friend kati best keep cheeri,oh sorri friend kati best keep cheeri,neutral,0
alreadi got shot show prove,alreadi got shot show prove,neutral,0
thankyooooou,thankyooooou,positive,1
sorri impress slightest b c u eat like sadden confus,impress,negative,-1
miss doggi hammi turtl fish,miss doggi hammi turtl fish,negative,-1
park slope brooklyn work bust photoshoot excit fever tonsil size golfbal,excit,positive,1
mymath time cud read mind nerd durin exam,mymath time cud read mind nerd durin exam,neutral,0
ur friend sent,ur friend sent,neutral,0
last song american reject amaz song,amaz song,positive,1
good god fit swear word charact,good god,negative,-1
_chip right total forgot might till august though great summer,great summ,positive,1
ï ½ï ½ ce grade mock,ce grade mock,neutral,0
peopl glasgow one stand seat night,peopl glasgow one stand seat night,neutral,0
kimberle hatch miss,miss,negative,-1
small cant choos,small cant choos,neutral,0
anymor,anymor,neutral,0
wish day day peopl want parti,wish day day peopl want parti,neutral,0
stapler haiku whar night woo hoo yeah beauti night parti oop stapler,whar night woo hoo yeah beauti night parti oop stapler,neutral,0
final home dope week,final home dope week,neutral,0
see doc bit get knee check,see doc bit get knee check,neutral,0
lol well insomnia sinc sinc dont sleep lot hour one great,lol well insomnia sinc sinc dont sleep lot hour one great,neutral,0
happen im go uh oh,happen,negative,-1
go camp coupla hour got ta pack everyth,go camp coupla hour got ta pack everyth,neutral,0
got fist fight old biker guy dare even ask ye kick,got fist fight old biker guy dare even ask ye kick,negative,-1
mid detox eat,mid detox eat,neutral,0
work weekend look like,work weekend look like,neutral,0
good day anoth lindi day today level b free tester olympi diamanti th floor thessaloniki,good,positive,1
time play,time play,neutral,0
_ yeah knew link complet amaz sing phantom,complet amaz,positive,1
newark,newark,neutral,0
lot revis today toniight,lot revis today toniight,neutral,0
woke flat tire,woke flat tire,neutral,0
ye final friday tech mean noth sinc im current unemploy,current unemploy,negative,-1
awww miss twitpic,awww miss,negative,-1
hey hunni bunni weekend like day someth,hey hunni bunni weekend like day someth,neutral,0
divers divers divers todayyyyyi,divers divers divers todayyyyyi,neutral,0
glad hear good bank holiday weather,glad hear,positive,1
head park kid hope rain look cloudi,hope,positive,1
search compar note,search compar note,neutral,0
sorri unsoci load stock shop mum make,sorri unsoci,neutral,0
alway wake one minut alarm schedul go,alway wake one minut alarm schedul go,neutral,0
cough star trek cough,cough star trek cough,neutral,0
_ nope yet within work day thursday week wednesday hope,hope,positive,1
woke tummi hurt alway someth wrong,hurt,negative,-1
chill room babi book miss bro leavin realli cool stripper shirt said suppoort singl mom funni,chill room babi book miss bro leavin realli cool stripper shirt said suppoort singl mom funni,neutral,0
msn case lot easier hahaha,hahaha,positive,1
u aint lost right,u aint lost right,neutral,0
hope ye got dem ur site amaz got everyday tri fail lol,hope ye got dem ur site amaz got everyday tri fail lol,neutral,0
laptop broke want help girl take best buy weekend pleas ill feed u,best,positive,1
excit trouser way topshop coupl day,excit,positive,1
got woken earli kinda wana chill today much,much,negative,-1
way wimbledon watch star trek imax babi,way wimbledon watch star trek imax babi,neutral,0
aw gut,gut,negative,-1
ok shower call name hour think indulg respond allow robin thick serenad,ok shower call name hour think indulg respond allow robin thick serenad,neutral,0
appl fritter like perfect food think,perfect food,positive,1
learn,learn,neutral,0
_radio yeah feel funni caus slept enough woke mum caus sing impress,sing impress,negative,-1
babe ive aight urselff,babe ive aight urselff,neutral,0
work,work,neutral,0
told andrew jt go cameo mtv movi award said piss guess fight,piss,negative,-1
actual realli mostli forget take makeup bed,actual realli mostli forget take makeup bed,neutral,0
gud nite catch tomorrow,gud nite,positive,1
oh like idea,like,positive,1
sleepi g night happi mother day mother mama mommi whatev call lol mie,happi,positive,1
lili homi lili black exact lol,lili homi lili black exact lol,neutral,0
goodknight twitterland happi mother day blockhead momma wonder day,happi,positive,1
mom ever happi mother day,happi,positive,1
wish good night everybodi,wish good night everybodi,positive,1
_m didnt get clear,didnt get clear,neutral,0
_berra happi bday stevi bee u want follow u get littl tweeti may babi r best th,babi r best,positive,1
de wereld need ppl like,de wereld need ppl like,positive,1
anoth loser lost game time today day histori lost,anoth loser,negative,-1
look brought home,look brought home,neutral,0
app final face truth lack time never abl achiev goal life,h lack time,negative,-1
heap hey bout tu hit sack need someon tu cuddl suck wbu x,heap hey bout tu hit sack need someon tu cuddl suck wbu,negative,-1
straight know game heard track know rock,straight know game heard track know rock,positive,1
piyaaa hi im hyper im bore im onlin im go find pictur noteboook still cant send messag grr,im hyper im bore,negative,-1
_gant popular contest think twitter help becom trendi,_gant popular contest think twitter help becom trendi,neutral,0
peopl eight year junior understand refer,peopl eight year junior understand refer,neutral,0
whoop last tweet,whoop,negative,-1
opinion one gray hair one mani way mani well,opinion one gray hair one mani way mani well,neutral,0
graandma housee have leav,graandma housee have leav,negative,-1
look forward new week present book store dillingen today interest sale seminar,interest,positive,1
star trek pretti much rock life oh wait rock life,star trek pretti much rock life,positive,1
tell obviou real life make great entertain tv great tri figur killer,e make great entertain tv great tri figur kill,positive,1
phone ultra fast latest firmwar updat instal,phone ultra fast latest firmwar updat instal,neutral,0
think normal drawn peopl familiar similar us cougar thing quick fun,fun,positive,1
ye nice oh kevin shirtless see well,ye nice,positive,1
costum shop clean starv bring food,starv,negative,-1
shini could marri would ps im good,im goo,positive,1
um arent episod lost season abc good thing im go vega keep distract tragedi,um arent episod lost season abc good thing im go vega keep distract tragedi,neutral,0
lololol love kenan kel rock soo hard im watch right,love kenan,positive,1
asleep tri,asleep tri,neutral,0
watch hour,watch hour,neutral,0
want see friend,want see friend,positive,1
excit tonight parti ron,excit,positive,1
get back smackdown ecw show,get back smackdown ecw show,neutral,0
apart start feel like mine,apart start feel like mine,neutral,0
june gloom upon us,june gloom upon us,neutral,0
ben love yahh babe miss hope see u tomorrow mommi love tomorrow happi mother day happi mother day mom,ben love yahh babe miss hope see u tomorrow mommi love tomorrow happi mother day happi mother day mom,positive,1
im determin slarm around hous eat egg sandwich smoke bowl sound like splendid even,splendid ev,positive,1
dont undrstand malaysian busay english tagalog waray,dont undrstand malaysian busay english tagalog waray,neutral,0
welcom math realli favorit thing also use,welcom math realli favorit thing also use,neutral,0
f star trek great sunday,great sunday,positive,1
appar today happi star war day suppos say may th,appar today happi star war day suppos say may th,neutral,0
sorri confus anyon keep forget desktop twitterif terrif differ iphon app,sorri confus anyon keep forget desktop twitterif terrif differ iphon app,neutral,0
real world appar involv lot less twitter sorri,sorri,negative,-1
awesom beer pong parti hous yard tonight go sun rise offici b,awesom,positive,1
back revis bye bye hannah,back revis bye bye hannah,neutral,0
make happi daughter famili support money shop restaur,happi,positive,1
everyth go wrong happi day,wrong,negative,-1
uni work weekend fun time,fun time,positive,1
even gift money away day,even gift money away day,neutral,0
thought albani wors ao leav,ao leav,negative,-1
sorri bout day bloodi typic goin laydown feel sick ooo nice x,sorri bout day,negative,-1
tri figur use twitter thing hahhh,tri figur use twitter thing hahhh,neutral,0
well guess think everyth thank much keep fan loop,g thank,positive,1
everybodi leav work earli except,everybodi leav work earli except,neutral,0
word later bedtim,word later bedtim,neutral,0
thank todd enjoy read blog littl cheer good old alfr wallac curiou read book,enjoy,positive,1
good morn beauti today shame go spend day unpaid taxi driver,good morn beauti today shame go spend day unpaid taxi driver,neutral,0
ill photo tomorrow kay,ill photo tomorrow kay,neutral,0
bugger would nice typic head bristol,bugger would nice typic head bristol,neutral,0
go talk peopl melros cashier registrar etc unfun place,go talk peopl melros cashier registrar etc unfun place,neutral,0
wath dollhous hulu eat special el taquito beer b day week go well,wath dollhous hulu eat special el taquito beer b day week go well,positive,1
omg sorri sorri never know say,omg sorri sorri,negative,-1
use nkotb sleep bag know,use nkotb sleep bag know,neutral,0
thank ye lot,thank ye lot,positive,1
cinderelliie,cinderelliie,neutral,0
time school happi starwar day,happi,positive,1
tomorrow mother day good food present mom good back go junction coolest peopl olli,good back go junction coolest peopl olli,positive,1
go set ipod iphon home screen scroll bottom find twitterfon set,go set ipod iphon home screen scroll bottom find twitterfon set,neutral,0
aw,aw,neutral,0
relaps mom dad need jesu christ stay away,relaps mom dad need jesu christ stay away,neutral,0
havin bad weed first wisdom teeth ran weed might get sick weed,bad,negative,-1
think gon na fail aswel,fail,negative,-1
sorri hear albert isnt well dont know whole stori keep ya prayer hug u,sorri hear albert isnt well dont know whole stori keep ya prayer hug u,neutral,0
ask anyon possibl get photo receiv diploma dad camera die right moment,camera die right moment,negative,-1
haha watch funni video youtub made day,funni,positive,1
_steve ye go paid pub,_steve ye go paid pub,neutral,0
omgosh saw hatti wake must summer garden hedgehog come hibern,omgosh saw hatti wake must summer garden hedgehog come hibern,neutral,0
look like fun,fun,positive,1
pre twitter day need wait formal invit speak edu,pre twitter day need wait formal invit speak edu,neutral,0
opp tri keyboard back front mac pc back mad realli chef,opp tri keyboard back front mac pc back mad realli chef,neutral,0
summer realli end rain,summer realli end rain,neutral,0
key crack kind miss old phone alreadi,kind miss old phone alreadi,negative,-1
recov crazi famili love got see em coupl time year guess deal,recov crazi famili love got see em coupl time year guess deal,positive,1
bed tonight realli realli funni best famili ever,funni,positive,1
listen hous music els got gig san francisco next friday detail,listen hous music els got gig san francisco next friday detail,neutral,0
